id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
599321;1336468;09/05/2024;quinta-feira;18:10:00;RS;290;96;PORTO ALEGRE;Não;Iluminação deficiente;1;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Não;1070576;Motocicleta;DAFRA/HORIZON 150;2017;Condutor;Lesões Leves;26;Masculino;0;1;0;0;-29,992107;-51,204525;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
599321;1336471;09/05/2024;quinta-feira;18:10:00;RS;290;96;PORTO ALEGRE;Sim;Animais na Pista;1;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Não;1070576;Motocicleta;DAFRA/HORIZON 150;2017;Passageiro;Lesões Leves;25;Feminino;0;1;0;0;-29,992107;-51,204525;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
599321;1336468;09/05/2024;quinta-feira;18:10:00;RS;290;96;PORTO ALEGRE;Sim;Animais na Pista;1;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Não;1070576;Motocicleta;DAFRA/HORIZON 150;2017;Condutor;Lesões Leves;26;Masculino;0;1;0;0;-29,992107;-51,204525;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
599480;1336754;08/05/2024;quarta-feira;06:18:00;RS;290;85;PORTO ALEGRE;Sim;Pista esburacada;1;Tombamento;Com Vítimas Feridas;Amanhecer;Decrescente;Ignorado;Dupla;Curva;Não;1070804;Motocicleta;KAWASAKI/Z400;2022;Passageiro;Lesões Leves;38;Masculino;0;1;0;0;-29,967936;-51,106873;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
599480;1336752;08/05/2024;quarta-feira;06:18:00;RS;290;85;PORTO ALEGRE;Sim;Pista esburacada;1;Tombamento;Com Vítimas Feridas;Amanhecer;Decrescente;Ignorado;Dupla;Curva;Não;1070804;Motocicleta;KAWASAKI/Z400;2022;Condutor;Lesões Leves;37;Masculino;0;1;0;0;-29,967936;-51,106873;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
601339;1341287;18/05/2024;sábado;09:05:00;RS;290;92;PORTO ALEGRE;Sim;Reação tardia ou ineficiente do condutor;1;Colisão com objeto;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Sim;1074407;Automóvel;I/CHEV CRUZE LTZ NB AT;2018;Condutor;Ileso;46;Masculino;1;0;0;0;-29,97167463;-51,17993832;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
601791;1342370;20/05/2024;segunda-feira;09:25:00;RS;448;20;PORTO ALEGRE;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Sim;1075253;Caminhão;MERCEDES BENZ/;1981;Condutor;Ileso;38;Masculino;1;0;0;0;-29,958729;-51,202465;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
601791;1342356;20/05/2024;segunda-feira;09:25:00;RS;448;20;PORTO ALEGRE;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Sim;1075243;Automóvel;NISSAN/VERSA 16 SL;2015;Passageiro;Lesões Leves;29;Feminino;0;1;0;0;-29,958729;-51,202465;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
601791;1342358;20/05/2024;segunda-feira;09:25:00;RS;448;20;PORTO ALEGRE;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Sim;1075243;Automóvel;NISSAN/VERSA 16 SL;2015;Passageiro;Lesões Leves;39;Masculino;0;1;0;0;-29,958729;-51,202465;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
601791;1342357;20/05/2024;segunda-feira;09:25:00;RS;448;20;PORTO ALEGRE;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Sim;1075243;Automóvel;NISSAN/VERSA 16 SL;2015;Passageiro;Lesões Leves;23;Feminino;0;1;0;0;-29,958729;-51,202465;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
601791;1342355;20/05/2024;segunda-feira;09:25:00;RS;448;20;PORTO ALEGRE;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Sim;1075243;Automóvel;NISSAN/VERSA 16 SL;2015;Condutor;Lesões Leves;29;Masculino;0;1;0;0;-29,958729;-51,202465;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
601791;1342354;20/05/2024;segunda-feira;09:25:00;RS;448;20;PORTO ALEGRE;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Sim;1075243;Automóvel;NISSAN/VERSA 16 SL;2015;Passageiro;Ileso;44;Masculino;1;0;0;0;-29,958729;-51,202465;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
601791;1342375;20/05/2024;segunda-feira;09:25:00;RS;448;20;PORTO ALEGRE;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Sim;NA;NA;NA/NA;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-29,958729;-51,202465;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602084;1343133;21/05/2024;terça-feira;19:40:00;RS;290;89;PORTO ALEGRE;Sim;Manobra de mudança de faixa;1;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;1075898;Motocicleta;MOTTU/SPORT 110I;2023;Condutor;Lesões Graves;50;Masculino;0;0;1;0;-29,967892;-51,147331;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602274;1343667;22/05/2024;quarta-feira;18:00:00;RS;290;100;PORTO ALEGRE;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão transversal;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;1076347;Caminhão-trator;VOLVO/FH 460 8X2T;2019;Condutor;Ileso;34;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602274;1343556;22/05/2024;quarta-feira;18:00:00;RS;290;100;PORTO ALEGRE;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão transversal;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;1076257;Automóvel;GM/KADETT GL;1995;Condutor;Ileso;49;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602291;1343676;22/05/2024;quarta-feira;19:30:00;RS;290;101,2;PORTO ALEGRE;Sim;Ausência de reação do condutor;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;1076366;Motocicleta;HONDA/CBX 200 STRADA;2002;Condutor;Lesões Leves;29;Feminino;0;1;0;0;-29,985779;-51,246201;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602291;1343684;22/05/2024;quarta-feira;19:30:00;RS;290;101,2;PORTO ALEGRE;Sim;Ausência de reação do condutor;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;1076366;Motocicleta;HONDA/CBX 200 STRADA;2002;Passageiro;Lesões Leves;59;Feminino;0;1;0;0;-29,985779;-51,246201;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602291;1343685;22/05/2024;quarta-feira;19:30:00;RS;290;101,2;PORTO ALEGRE;Sim;Ausência de reação do condutor;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;1076367;Automóvel;GM/KADETT GL;1994;Condutor;Ileso;45;Masculino;1;0;0;0;-29,985779;-51,246201;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344237;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Não;Manobra de mudança de faixa;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076862;Motocicleta;YAMAHA/FZ25 FAZER;2018;Condutor;Lesões Graves;39;Masculino;0;0;1;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344236;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Não;Manobra de mudança de faixa;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076861;Automóvel;I/KIA CERATO FF SX4 ATNB;2018;Condutor;Ileso;31;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344237;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Não;Chuva;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076862;Motocicleta;YAMAHA/FZ25 FAZER;2018;Condutor;Lesões Graves;39;Masculino;0;0;1;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344236;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Não;Chuva;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076861;Automóvel;I/KIA CERATO FF SX4 ATNB;2018;Condutor;Ileso;31;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344237;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Sim;Ausência de reação do condutor;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076862;Motocicleta;YAMAHA/FZ25 FAZER;2018;Condutor;Lesões Graves;39;Masculino;0;0;1;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344236;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Sim;Ausência de reação do condutor;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076861;Automóvel;I/KIA CERATO FF SX4 ATNB;2018;Condutor;Ileso;31;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344237;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Não;Manobra de mudança de faixa;2;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076862;Motocicleta;YAMAHA/FZ25 FAZER;2018;Condutor;Lesões Graves;39;Masculino;0;0;1;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344236;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Não;Manobra de mudança de faixa;2;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076861;Automóvel;I/KIA CERATO FF SX4 ATNB;2018;Condutor;Ileso;31;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344237;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Não;Chuva;2;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076862;Motocicleta;YAMAHA/FZ25 FAZER;2018;Condutor;Lesões Graves;39;Masculino;0;0;1;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344236;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Não;Chuva;2;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076861;Automóvel;I/KIA CERATO FF SX4 ATNB;2018;Condutor;Ileso;31;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344237;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Sim;Ausência de reação do condutor;2;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076862;Motocicleta;YAMAHA/FZ25 FAZER;2018;Condutor;Lesões Graves;39;Masculino;0;0;1;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344236;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Sim;Ausência de reação do condutor;2;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076861;Automóvel;I/KIA CERATO FF SX4 ATNB;2018;Condutor;Ileso;31;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344237;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Não;Manobra de mudança de faixa;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076862;Motocicleta;YAMAHA/FZ25 FAZER;2018;Condutor;Lesões Graves;39;Masculino;0;0;1;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344236;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Não;Manobra de mudança de faixa;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076861;Automóvel;I/KIA CERATO FF SX4 ATNB;2018;Condutor;Ileso;31;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344237;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Não;Chuva;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076862;Motocicleta;YAMAHA/FZ25 FAZER;2018;Condutor;Lesões Graves;39;Masculino;0;0;1;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344236;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Não;Chuva;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076861;Automóvel;I/KIA CERATO FF SX4 ATNB;2018;Condutor;Ileso;31;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344237;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Sim;Ausência de reação do condutor;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076862;Motocicleta;YAMAHA/FZ25 FAZER;2018;Condutor;Lesões Graves;39;Masculino;0;0;1;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602406;1344236;23/05/2024;quinta-feira;12:50:00;RS;290;100,5;PORTO ALEGRE;Sim;Ausência de reação do condutor;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;1076861;Automóvel;I/KIA CERATO FF SX4 ATNB;2018;Condutor;Ileso;31;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602871;1345004;25/05/2024;sábado;08:00:00;RS;290;96;PORTO ALEGRE;Não;Reação tardia ou ineficiente do condutor;1;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Garoa/Chuvisco;Múltipla;Reta;Sim;1077468;Automóvel;CHEV/ONIX PLUS 10TAT PR2;2019;Condutor;Ileso;30;Masculino;1;0;0;0;-29,992107;-51,204525;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602871;1345005;25/05/2024;sábado;08:00:00;RS;290;96;PORTO ALEGRE;Não;Reação tardia ou ineficiente do condutor;1;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Garoa/Chuvisco;Múltipla;Reta;Sim;1077469;Caminhão;VW/8.160 DRC 4X2;2014;Condutor;Ileso;46;Masculino;1;0;0;0;-29,992107;-51,204525;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602871;1345004;25/05/2024;sábado;08:00:00;RS;290;96;PORTO ALEGRE;Sim;Ingestão de álcool pelo condutor;1;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Garoa/Chuvisco;Múltipla;Reta;Sim;1077468;Automóvel;CHEV/ONIX PLUS 10TAT PR2;2019;Condutor;Ileso;30;Masculino;1;0;0;0;-29,992107;-51,204525;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602871;1345005;25/05/2024;sábado;08:00:00;RS;290;96;PORTO ALEGRE;Sim;Ingestão de álcool pelo condutor;1;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Garoa/Chuvisco;Múltipla;Reta;Sim;1077469;Caminhão;VW/8.160 DRC 4X2;2014;Condutor;Ileso;46;Masculino;1;0;0;0;-29,992107;-51,204525;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602908;1345157;25/05/2024;sábado;16:15:00;RS;290;92;PORTO ALEGRE;Sim;Acesso irregular;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Aclive;Interseção de Vias";Sim;1077591;Automóvel;FIAT/UNO VIVACE 1.0;2012;Condutor;Lesões Leves;30;Masculino;0;1;0;0;-29,971916;-51,176838;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602908;1345159;25/05/2024;sábado;16:15:00;RS;290;92;PORTO ALEGRE;Sim;Acesso irregular;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Aclive;Interseção de Vias";Sim;1077591;Automóvel;FIAT/UNO VIVACE 1.0;2012;Passageiro;Ileso;NA;Masculino;1;0;0;0;-29,971916;-51,176838;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602908;1345161;25/05/2024;sábado;16:15:00;RS;290;92;PORTO ALEGRE;Sim;Acesso irregular;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Aclive;Interseção de Vias";Sim;1077591;Automóvel;FIAT/UNO VIVACE 1.0;2012;Passageiro;Ileso;NA;Masculino;1;0;0;0;-29,971916;-51,176838;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602908;1345162;25/05/2024;sábado;16:15:00;RS;290;92;PORTO ALEGRE;Sim;Acesso irregular;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Aclive;Interseção de Vias";Sim;1077591;Automóvel;FIAT/UNO VIVACE 1.0;2012;Passageiro;Ileso;45;Masculino;1;0;0;0;-29,971916;-51,176838;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
602908;1345153;25/05/2024;sábado;16:15:00;RS;290;92;PORTO ALEGRE;Sim;Acesso irregular;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Aclive;Interseção de Vias";Sim;1077589;Caminhão;Não Informado/Não Informado;0;Condutor;Não Informado;NA;Não Informado;0;0;0;0;-29,971916;-51,176838;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
603750;1347052;29/05/2024;quarta-feira;13:00:00;RS;290;87;PORTO ALEGRE;Sim;Avarias e/ou desgaste excessivo no pneu;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1079145;Motocicleta;YAMAHA/XTZ150 CROSSER S;2018;Condutor;Ileso;31;Masculino;1;0;0;0;-29,967838;-51,127197;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
603750;1347481;29/05/2024;quarta-feira;13:00:00;RS;290;87;PORTO ALEGRE;Sim;Avarias e/ou desgaste excessivo no pneu;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1079145;Motocicleta;YAMAHA/XTZ150 CROSSER S;2018;Passageiro;Lesões Leves;18;Feminino;0;1;0;0;-29,967838;-51,127197;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
603750;1347052;29/05/2024;quarta-feira;13:00:00;RS;290;87;PORTO ALEGRE;Sim;Avarias e/ou desgaste excessivo no pneu;1;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1079145;Motocicleta;YAMAHA/XTZ150 CROSSER S;2018;Condutor;Ileso;31;Masculino;1;0;0;0;-29,967838;-51,127197;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
603750;1347481;29/05/2024;quarta-feira;13:00:00;RS;290;87;PORTO ALEGRE;Sim;Avarias e/ou desgaste excessivo no pneu;1;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1079145;Motocicleta;YAMAHA/XTZ150 CROSSER S;2018;Passageiro;Lesões Leves;18;Feminino;0;1;0;0;-29,967838;-51,127197;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
603826;1347461;29/05/2024;quarta-feira;18:50:00;RS;290;93;PORTO ALEGRE;Sim;Condutor usando celular;1;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Reta;Sim;1079451;Camioneta;HYUNDAI/IX35 GL;2021;Condutor;Ileso;27;Feminino;1;0;0;0;-29,970839;-51,187725;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
603826;1347464;29/05/2024;quarta-feira;18:50:00;RS;290;93;PORTO ALEGRE;Sim;Condutor usando celular;1;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Reta;Sim;1079454;Motoneta;HONDA/C100 BIZ ES;2002;Condutor;Lesões Leves;44;Masculino;0;1;0;0;-29,970839;-51,187725;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
604576;1349149;02/06/2024;domingo;03:30:00;RS;290;96,5;PORTO ALEGRE;Sim;Ingestão de álcool pelo condutor;1;Colisão com objeto;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;"Declive;Ponte";Não;1080741;Automóvel;RENAULT/KWID ZEN 10MT;2018;Condutor;Ileso;47;Masculino;1;0;0;0;-29,992107;-51,204525;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
604633;1349305;02/06/2024;domingo;08:40:00;RS;290;93,6;PORTO ALEGRE;Sim;Demais Fenômenos da natureza;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Múltipla;Reta;Não;1080865;Motocicleta;HONDA/CG 160 TITAN;2024;Condutor;Lesões Leves;21;Masculino;0;1;0;0;-29,973856;-51,197853;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
604633;1349307;02/06/2024;domingo;08:40:00;RS;290;93,6;PORTO ALEGRE;Sim;Demais Fenômenos da natureza;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Múltipla;Reta;Não;1080866;Motocicleta;JTA-SUZUKI/V-STROM650 XT;2017;Condutor;Ileso;57;Masculino;1;0;0;0;-29,973856;-51,197853;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
604633;1349309;02/06/2024;domingo;08:40:00;RS;290;93,6;PORTO ALEGRE;Sim;Demais Fenômenos da natureza;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Múltipla;Reta;Não;1080866;Motocicleta;JTA-SUZUKI/V-STROM650 XT;2017;Passageiro;Lesões Leves;52;Feminino;0;1;0;0;-29,973856;-51,197853;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
604910;1349978;01/06/2024;sábado;13:40:00;RS;116;270;PORTO ALEGRE;Não;Reação tardia ou ineficiente do condutor;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1081364;Utilitário;CHEV/TRAILBLAZER LTZ AG4;2017;Condutor;Ileso;57;Masculino;1;0;0;0;-29,96839095;-51,17623895;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
604910;1351029;01/06/2024;sábado;13:40:00;RS;116;270;PORTO ALEGRE;Não;Reação tardia ou ineficiente do condutor;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1081364;Utilitário;CHEV/TRAILBLAZER LTZ AG4;2017;Passageiro;Ileso;43;Masculino;1;0;0;0;-29,96839095;-51,17623895;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
604910;1351025;01/06/2024;sábado;13:40:00;RS;116;270;PORTO ALEGRE;Não;Reação tardia ou ineficiente do condutor;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1081364;Utilitário;CHEV/TRAILBLAZER LTZ AG4;2017;Passageiro;Ileso;37;Feminino;1;0;0;0;-29,96839095;-51,17623895;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
604910;1349975;01/06/2024;sábado;13:40:00;RS;116;270;PORTO ALEGRE;Não;Reação tardia ou ineficiente do condutor;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1081366;Automóvel;I/HYUNDAI I30 2.0;2010;Condutor;Lesões Leves;45;Masculino;0;1;0;0;-29,96839095;-51,17623895;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
604910;1351030;01/06/2024;sábado;13:40:00;RS;116;270;PORTO ALEGRE;Não;Reação tardia ou ineficiente do condutor;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1081366;Automóvel;I/HYUNDAI I30 2.0;2010;Passageiro;Ileso;22;Feminino;1;0;0;0;-29,96839095;-51,17623895;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
604910;1349978;01/06/2024;sábado;13:40:00;RS;116;270;PORTO ALEGRE;Sim;Acesso irregular;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1081364;Utilitário;CHEV/TRAILBLAZER LTZ AG4;2017;Condutor;Ileso;57;Masculino;1;0;0;0;-29,96839095;-51,17623895;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
604910;1351029;01/06/2024;sábado;13:40:00;RS;116;270;PORTO ALEGRE;Sim;Acesso irregular;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1081364;Utilitário;CHEV/TRAILBLAZER LTZ AG4;2017;Passageiro;Ileso;43;Masculino;1;0;0;0;-29,96839095;-51,17623895;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
